corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs
cnc,train_01_135,1341,0,cnc_train_01_135_1341_0,"December 05 , 2017 00:00 IST Say officials at the panchayat level are colluding with locals Residents of Varavani panchayat staged a protest at the collectorate here on Monday , against illegal tapping of drinking water supplied through pipelines under the Cauvery combined water supply scheme and irregular supply of water to their villages .","['December 05 , 2017 00:00 IST Say officials at the panchayat level are colluding with locals <ARG1>Residents of Varavani panchayat staged a protest at the collectorate here on Monday</ARG1> , <ARG0>against illegal tapping of drinking water supplied through pipelines under the Cauvery combined water supply scheme and irregular supply of water to their villages</ARG0> .']",1
cnc,train_01_135,3340,0,cnc_train_01_135_3340_0,Ramanathapuram Residents protest against illegal water connections,['<ARG1>Ramanathapuram Residents protest</ARG1> <ARG0>against illegal water connections</ARG0>'],1
cnc,train_01_136,3243,0,cnc_train_01_136_3243_0,"Led by A Sagayamadha , an office-bearer of the All India Farm Workers Association , the villagers , including a large number of women from the panchayat comprising six villages , staged the protest urging the district administration to immediately disconnect the illegal water connections and ensure uninterrupted water supply to them .","['<ARG0>Led by A Sagayamadha , an office-bearer of the All India Farm Workers Association</ARG0> , <ARG1>the villagers , including a large number of women from the panchayat comprising six villages , staged the protest urging the district administration to immediately disconnect the illegal water connections and ensure uninterrupted water supply to them</ARG1> .', 'Led by A Sagayamadha , an office-bearer of the All India Farm Workers Association , <ARG1>the villagers , including a large number of women from the panchayat comprising six villages , staged the protest</ARG1> <ARG0><SIG0>urging</SIG0> the district administration to immediately disconnect the illegal water connections and ensure uninterrupted water supply to them</ARG0> .']",2
cnc,train_01_137,721,0,cnc_train_01_137_721_0,"US Committed to Seeking Justice on Behalf of All 26/11 Victims 05th August 2015 12:04 PM NEW YORK : The US is committed to pursuing justice on behalf of the victims of the 2008 Mumbai attack no matter how "" arduous "" the task is , a top Indian-origin American diplomat has said .",[],0
cnc,train_01_138,219,0,cnc_train_01_138_219_0,""" We have certainly reiterated our support and our commitment to India 's efforts to seek justice on behalf of the victims "" of the 26/11 attack , Assistant Secretary of State for South and Central Asian Affairs Nisha Desai Biswal told PTI when asked about the delay in bringing to justice the perpetrators of the 2008 terror attacks .",[],0
cnc,train_01_139,144,0,cnc_train_01_139_144_0,"Biswal , who had travelled to the city from Washington to speak at the Indian Consulate General 's Media-India Lecture Series yesterday , said not only were there a large number of Indian victims in the attack but there were Americans also who lost their lives .","[""<ARG1>Biswal , who had travelled to the city from Washington</ARG1> <ARG0><SIG0>to</SIG0> speak at the Indian Consulate General 's Media-India Lecture Series yesterday</ARG0> , said not only were there a large number of Indian victims in the attack but there were Americans also who lost their lives .""]",1
cnc,train_01_14,745,0,cnc_train_01_14_745_0,VS condemns attack on NSS Karayogams 08th May 2011 05:00 AM THIRUVANANTHAPURAM : Chief Minister V S Achuthanandan has condemned the recent attacks on NSS Karayogams .,[],0
cnc,train_01_140,1382,0,cnc_train_01_140_1382_0,"Given that nearly seven years have passed since the horrendous terror attacks that claimed over 160 lives and injured many others , Biswal said bringing justice for the victims in terror attacks may appear to be an arduous andlong-drawn process .",[],0
cnc,train_01_141,915,0,cnc_train_01_141_915_0,Biswal underlined that the US on its part had offered rewards for information leading to the arrest and prosecution of individuals associated with the Mumbai attack .,[],0
cnc,train_01_142,3024,0,cnc_train_01_142_3024_0,"Referring to the terror attack in Punjab 's Gurdaspur district on July 27 , Biswal said the US has strongly condemned and expressed its concern over the attack .",[],0
cnc,train_01_143,2988,0,cnc_train_01_143_2988_0,She said the US has expressed its cooperation ith Indian authorities on on any specific aspects of the incident .,[],0
cnc,train_01_144,3332,0,cnc_train_01_144_3332_0,"On media reports that the night vision device used by three terrorists in the Gurdaspur attack had US markings , Biswal said the US is in conversation with Indian authorities to try to ascertain and trace the origins of the equipment found .","['On media reports that the night vision device used by three terrorists in the Gurdaspur attack had US markings , Biswal said <ARG1>the US is in conversation with Indian authorities</ARG1> <ARG0><SIG0>to try to</SIG0> ascertain and trace the origins of the equipment found</ARG0> .']",1
cnc,train_01_145,2115,0,cnc_train_01_145_2115_0,""" We will continue to work very closely with the Indian government on those issues , "" she said , adding that it is an ongoing process and the US is working with Indian authorities to address issues of concern emanating from the incident .","['"" We will continue to work very closely with the Indian government on those issues , "" she said , adding that it is an ongoing process and <ARG1>the US is working with Indian authorities</ARG1> <ARG0><SIG0>to</SIG0> address issues of concern emanating from the incident</ARG0> .']",1
cnc,train_01_146,1588,0,cnc_train_01_146_1588_0,"The step came after RLD workers , led by district party president Ajit Rathi , former UP minister Dharamvir Balyan and MLC Chaudhry Mushtaq , staged a dharna outside the DM 's office here yesterday and submitted a memorandum to him .",[],0
cnc,train_01_147,2629,0,cnc_train_01_147_2629_0,"CHENNAI : Chennai sees its first ever hunger fast against HCL April 08 , 2013 00:00 IST For the first time in Chennai , graduates denied jobs by a multi-national corporation who had recruited them from their college campuses , staged a hunger strike on Sunday .",[],0
cnc,train_01_148,3016,0,cnc_train_01_148_3016_0,"As many as 59 recruits who had graduated from different colleges of the State came together for the fourth time to demand answers from HCL Technologies , the company that had recruited them in 2011 .","['<ARG1>As many as 59 recruits who had graduated from different colleges of the State came together for the fourth time</ARG1> <ARG0><SIG0>to</SIG0> demand answers from HCL Technologies , the company that had recruited them in 2011</ARG0> .']",1
cnc,train_01_149,183,0,cnc_train_01_149_183_0,"The recruits , at Valluvar Kottam shouted slogans including , “ HCL lend us your ears , give us back our two years , ” while undertaking the day-long fast .",[],0
cnc,train_01_15,1134,0,cnc_train_01_15_1134_0,"When asked about the series of attacks on Karayogams , he said that such attacks could not be entertained .",[],0
cnc,train_01_150,877,0,cnc_train_01_150_877_0,Three Arrested in Bimbola Clash 18th June 2014 09:39 AM DHENKANAL : Three persons were arrested on Tuesday for their alleged involvement in killing of a naib sarpanch in a clash between members of two communities at Bimbola village under Dhenkanal Sadar police limits on Monday .,"['Three Arrested in Bimbola Clash 18th June 2014 09:39 AM DHENKANAL : <ARG1>Three persons were arrested on Tuesday</ARG1> <SIG0>for</SIG0> <ARG0>their alleged involvement in killing of a naib sarpanch in a clash between members of two communities at Bimbola village under Dhenkanal Sadar police limits on Monday</ARG0> .', 'Three Arrested in Bimbola Clash 18th June 2014 09:39 AM DHENKANAL : Three persons were arrested on Tuesday for their alleged involvement in <ARG1>killing of a naib sarpanch</ARG1> in <ARG0>a clash between members of two communities at Bimbola village under Dhenkanal Sadar police limits on Monday</ARG0> .']",2
cnc,train_01_151,2547,0,cnc_train_01_151_2547_0,The naib sarpanch was killed and 17 others were seriously injured in the clash over use of a village field .,"['<ARG1>The naib sarpanch was killed and 17 others were seriously injured</ARG1> in <ARG0>the clash</ARG0> over use of a village field .', 'The naib sarpanch was killed and 17 others were seriously injured in <ARG1>the clash</ARG1> <SIG0>over</SIG0> <ARG0>use of a village field</ARG0> .']",2
cnc,train_01_152,883,0,cnc_train_01_152_883_0,Bimbola village turned into a battle field as rival groups wielding guns took the centre stage .,['<ARG1>Bimbola village turned into a battle field</ARG1> <SIG0>as</SIG0> <ARG0>rival groups wielding guns took the centre stage</ARG0> .'],1
cnc,train_01_153,1992,0,cnc_train_01_153_1992_0,The clash took place over use of the field .,['<ARG1>The clash took place</ARG1> <SIG0>over</SIG0> <ARG0>use of the field</ARG0> .'],1
cnc,train_01_154,2700,0,cnc_train_01_154_2700_0,Police said he was detained by group of 30 to 40 persons from the general caste on Monday morning but he managed to escape .,[],0
cnc,train_01_155,381,0,cnc_train_01_155_381_0,"However , when he was returning home in the night , Pradhan was intercepted again by them and killed .",[],0
cnc,train_01_156,2596,0,cnc_train_01_156_2596_0,Soon a clash ensued between supporters of Pradhan and the rival group in which 17 persons were injured .,[],0
cnc,train_01_157,909,0,cnc_train_01_157_909_0,"Ishrat Jahan , a 19 - year-old college student was killed along with three others on June 15 , 2004 allegedly by a team of Crime Branch officials on the outskirts of Ahmedabad , after intelligence inputs that a group of Lashkar terrorists have plotted to kill Gujarat Chief Minister Narendra Modi to avenge the 2002 communal riots in the state .","['<ARG1>Ishrat Jahan , a 19 - year-old college student was killed along with three others on June 15 , 2004 allegedly by a team of Crime Branch officials on the outskirts of Ahmedabad</ARG1> , after <ARG0>intelligence inputs that a group of Lashkar terrorists have plotted to kill Gujarat Chief Minister Narendra Modi to avenge the 2002 communal riots in the state</ARG0> .', 'Ishrat Jahan , a 19 - year-old college student was killed along with three others on June 15 , 2004 allegedly by a team of Crime Branch officials on the outskirts of Ahmedabad , after intelligence inputs that <ARG1>a group of Lashkar terrorists have plotted to kill Gujarat Chief Minister Narendra Modi</ARG1> <ARG0><SIG0>to</SIG0> avenge the 2002 communal riots in the state</ARG0> .']",2
cnc,train_01_158,1326,0,cnc_train_01_158_1326_0,13 Sep 2014 Three people were sentenced to death by a Yunnan court for their role in the attack at a Kunming rail station that killed 31 people and injured 141 in March .,"['13 Sep 2014 <ARG1>Three people were sentenced to death by a Yunnan court</ARG1> <SIG0>for</SIG0> <ARG0>their role in the attack at a Kunming rail station that killed 31 people and injured 141 in March .</ARG0>', '13 Sep 2014 Three people were sentenced to death by a Yunnan court for their role in <ARG0>the attack at a Kunming rail station</ARG0> that <ARG1>killed 31 people and injured 141 in March</ARG1> .']",2
cnc,train_01_158,2387,0,cnc_train_01_158_2387_0,"Kunming railway station attack Three given death penalty over Kunming rail station attack Influenced by religious extremism , trio plotted knife rampage , court says , while a fourth defendant handed life sentence for taking part","['Kunming railway station attack <ARG1>Three given death penalty</ARG1> <SIG0>over</SIG0> <ARG0>Kunming rail station attack</ARG0> Influenced by religious extremism , trio plotted knife rampage , court says , while a fourth defendant handed life sentence for taking part', 'Kunming railway station attack Three given death penalty over Kunming rail station attack <ARG0>Influenced by religious extremism</ARG0> , <ARG1>trio plotted knife rampage</ARG1> , court says , while a fourth defendant handed life sentence for taking part', 'Kunming railway station attack Three given death penalty over Kunming rail station attack Influenced by religious extremism , trio plotted knife rampage , court says , while <ARG1>a fourth defendant handed life sentence</ARG1> <SIG0>for</SIG0> <ARG0>taking part</ARG0>']",3
cnc,train_01_158,2607,0,cnc_train_01_158_2607_0,"PUBLISHED : Friday , 12 September , 2014 , 12:28pm Xi Jinping urges China ’ s central Asian neighbours to help step up extremism fight",[],0
cnc,train_01_159,853,0,cnc_train_01_159_853_0,"Patigul Tohti , who was wounded and captured at the scene , was jailed for life after being convicted of taking part in the attack .","['<ARG1>Patigul Tohti , who was wounded and captured at the scene , was jailed for life</ARG1> after <ARG0>being convicted of taking part in the attack</ARG0> .']",1
cnc,train_01_16,289,0,cnc_train_01_16_289_0,"The NSS Karayogams were attacked in Thrissur and Thiruvananthapuram after NSS secretary Sukumaran Nair had said that the NSS did not support the LDF in the recent Assembly elections , as it did not want Achuthanandan to come back to power for another term .","['<ARG1>The NSS Karayogams were attacked in Thrissur and Thiruvananthapuram</ARG1> after <ARG0>NSS secretary Sukumaran Nair had said that the NSS did not support the LDF in the recent Assembly elections</ARG0> , as it did not want Achuthanandan to come back to power for another term .', 'The NSS Karayogams were attacked in Thrissur and Thiruvananthapuram after <ARG1>NSS secretary Sukumaran Nair had said that the NSS did not support the LDF in the recent Assembly elections</ARG1> , <SIG0>as</SIG0> <ARG0>it did not want Achuthanandan to come back to power for another term</ARG0> .']",2
cnc,train_01_160,3156,0,cnc_train_01_160_3156_0,Tohtunyaz helped them to acquire more than 10 knives used in the attack .,[],0
cnc,train_01_161,1462,0,cnc_train_01_161_1462_0,"Two days before the attack , local police arrested Tohtunyaz , Ehet and Muhammad as they tried to illegally cross into Vietnam via Honghe county , the court said .","['Two days before the attack , <ARG1>local police arrested Tohtunyaz , Ehet and Muhammad</ARG1> <SIG0>as</SIG0> <ARG0>they tried to illegally cross into Vietnam via Honghe county</ARG0> , the court said .']",1
cnc,train_01_162,2296,0,cnc_train_01_162_2296_0,"They did not confess to the planned attack after their capture , and so should bear full responsibility for the loss of life , the court said .","['<ARG0>They did not confess to the planned attack after their capture</ARG0> , <SIG0>and so</SIG0> <ARG1>should bear full responsibility for the loss of life</ARG1> , the court said .']",1
cnc,train_01_163,2481,0,cnc_train_01_163_2481_0,"Despite losing contact with the three men , five other members of the group went ahead with the attack .",[],0
cnc,train_01_164,724,0,cnc_train_01_164_724_0,"Initial reports by a variety of media , some quoting witnesses , said eight people brandished knives in the Saturday , March 1 attack .",[],0
cnc,train_01_165,3168,0,cnc_train_01_165_3168_0,"Police announced on the Monday after the attack that three suspects had been taken into custody , which now appears to be a reference to the trio detained on February 27 .",[],0
cnc,train_01_166,3248,0,cnc_train_01_166_3248_0,"At least five more people will be tried over the attack , Xinhua has reported .",[],0
cnc,train_01_167,3395,0,cnc_train_01_167_3395_0,The government has blamed separatist forces from Xinjiang for the attack .,['<ARG1>The government has blamed separatist forces from Xinjiang</ARG1> <SIG0>for</SIG0> <ARG0>the attack</ARG0> .'],1
cnc,train_01_168,1577,0,cnc_train_01_168_1577_0,Mainland authorities have launched a massive crackdown against terrorism in wake of a string of violent attacks in the restive Xinjiang region and other cities on the mainland .,"['<ARG1>Mainland authorities have launched a massive crackdown against terrorism</ARG1> <SIG0>in wake of</SIG0> <ARG0>a string of violent attacks in the restive Xinjiang region and other cities on the mainland</ARG0> .', '<ARG1>Mainland authorities have launched a massive crackdown</ARG1> <ARG0>against terrorism</ARG0> in wake of a string of violent attacks in the restive Xinjiang region and other cities on the mainland .']",2
cnc,train_01_169,1273,0,cnc_train_01_169_1273_0,"The pair ’ s oaths are invalid and they will not be able to retake them , China ’ s rubberstamp legislature said , one day after thousands marched through the streets of Hong Kong to protest against Beijing ’ s interference .","['The pair ’ s oaths are invalid and they will not be able to retake them , China ’ s rubberstamp legislature said , one day after <ARG1>thousands marched through the streets of Hong Kong</ARG1> <ARG0><SIG0>to</SIG0> protest against Beijing ’ s interference</ARG0> .']",1
cnc,train_01_169,2216,0,cnc_train_01_169_2216_0,"During a chaotic swearing-in ceremony last month , Yau and Leung thumbed their noses at Beijing by refusing to declare their allegiance to China and carrying blue flags reading : “ Hong Kong is not China. ”","['During a chaotic swearing-in ceremony last month , <ARG0>Yau and Leung thumbed their noses at Beijing</ARG0> <SIG0>by</SIG0> <ARG1>refusing to declare their allegiance to China and carrying blue flags reading : “ Hong Kong is not China</ARG1>. ”']",1
cnc,train_01_17,2868,0,cnc_train_01_17_2868_0,The attack on Karayogams had sparked sharp reactions from the CPM leaders .,['<ARG0>The attack on Karayogams</ARG0> <SIG0>had sparked</SIG0> <ARG1>sharp reactions from the CPM leaders</ARG1> .'],1
cnc,train_01_170,841,0,cnc_train_01_170_841_0,"But many in Hong Kong complain those freedoms have been eroded in recent years , leading to nearly three months of street protests in 2014 – known as the umbrella revolution – and to the election in September this year of six politicians pushing for greater autonomy for the city .","['But <ARG0>many in Hong Kong complain those freedoms have been eroded in recent years</ARG0> , <SIG0>leading to</SIG0> <ARG1>nearly three months of street protests in 2014 – known as the umbrella revolution – and <SIG1>to</SIG1> the election in September this year of six politicians pushing for greater autonomy for the city</ARG1> .']",1
